STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,TIME_PERIOD,UNIT_TYPE,DATABASE_ID,TIME_FORMAT,UNIT_MULT,DATA_SOURCE,OBS_CONF,OBS_VALUE,OBS_STATUS,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,UNIT_TYPE_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,ARM,RWB_PFI_RANK,_Z,_Z,_Z,RANK,_Z,_Z,_Z,2005,RANK,RWB_PFI,602,0,RWB_PFI,PU,102,A,Annual,Armenia,Press Freedom Index Rank,Not applicable,Not applicable,Not applicable,Rank,Not Applicable,Not Applicable,Not Applicable,Rank,Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,GAB,RWB_PFI_RANK,_Z,_Z,_Z,RANK,_Z,_Z,_Z,2005,RANK,RWB_PFI,602,0,RWB_PFI,PU,102,A,Annual,Gabon,Press Freedom Index Rank,Not applicable,Not applicable,Not applicable,Rank,Not Applicable,Not Applicable,Not Applicable,Rank,Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,GIN,RWB_PFI_RANK,_Z,_Z,_Z,RANK,_Z,_Z,_Z,2005,RANK,RWB_PFI,602,0,RWB_PFI,PU,102,A,Annual,Guinea,Press Freedom Index Rank,Not applicable,Not applicable,Not applicable,Rank,Not Applicable,Not Applicable,Not Applicable,Rank,Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,IDN,RWB_PFI_RANK,_Z,_Z,_Z,RANK,_Z,_Z,_Z,2005,RANK,RWB_PFI,602,0,RWB_PFI,PU,102,A,Annual,Indonesia,Press Freedom Index Rank,Not applicable,Not applicable,Not applicable,Rank,Not Applicable,Not Applicable,Not Applicable,Rank,Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,IND,RWB_PFI_RANK,_Z,_Z,_Z,RANK,_Z,_Z,_Z,2005,RANK,RWB_PFI,602,0,RWB_PFI,PU,106,A,Annual,India,Press Freedom Index Rank,Not applicable,Not applicable,Not applicable,Rank,Not Applicable,Not Applicable,Not Applicable,Rank,Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,THA,RWB_PFI_RANK,_Z,_Z,_Z,RANK,_Z,_Z,_Z,2005,RANK,RWB_PFI,602,0,RWB_PFI,PU,107,A,Annual,Thailand,Press Freedom Index Rank,Not applicable,Not applicable,Not applicable,Rank,Not Applicable,Not Applicable,Not Applicable,Rank,Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,LBN,RWB_PFI_RANK,_Z,_Z,_Z,RANK,_Z,_Z,_Z,2005,RANK,RWB_PFI,602,0,RWB_PFI,PU,108,A,Annual,Lebanon,Press Freedom Index Rank,Not applicable,Not applicable,Not applicable,Rank,Not Applicable,Not Applicable,Not Applicable,Rank,Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,KEN,RWB_PFI_RANK,_Z,_Z,_Z,RANK,_Z,_Z,_Z,2005,RANK,RWB_PFI,602,0,RWB_PFI,PU,109,A,Annual,Kenya,Press Freedom Index Rank,Not applicable,Not applicable,Not applicable,Rank,Not Applicable,Not Applicable,Not Applicable,Rank,Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,TCD,RWB_PFI_RANK,_Z,_Z,_Z,RANK,_Z,_Z,_Z,2005,RANK,RWB_PFI,602,0,RWB_PFI,PU,109,A,Annual,Chad,Press Freedom Index Rank,Not applicable,Not applicable,Not applicable,Rank,Not Applicable,Not Applicable,Not Applicable,Rank,Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,KGZ,RWB_PFI_RANK,_Z,_Z,_Z,RANK,_Z,_Z,_Z,2005,RANK,RWB_PFI,602,0,RWB_PFI,PU,111,A,Annual,Kyrgyz Republic,Press Freedom Index Rank,Not applicable,Not applicable,Not applicable,Rank,Not Applicable,Not Applicable,Not Applicable,Rank,Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,UKR,RWB_PFI_RANK,_Z,_Z,_Z,RANK,_Z,_Z,_Z,2005,RANK,RWB_PFI,602,0,RWB_PFI,PU,112,A,Annual,Ukraine,Press Freedom Index Rank,Not applicable,Not applicable,Not applicable,Rank,Not Applicable,Not Applicable,Not Applicable,Rank,Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,MYS,RWB_PFI_RANK,_Z,_Z,_Z,RANK,_Z,_Z,_Z,2005,RANK,RWB_PFI,602,0,RWB_PFI,PU,113,A,Annual,Malaysia,Press Freedom Index Rank,Not applicable,Not applicable,Not applicable,Rank,Not Applicable,Not Applicable,Not Applicable,Rank,Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,TJK,RWB_PFI_RANK,_Z,_Z,_Z,RANK,_Z,_Z,_Z,2005,RANK,RWB_PFI,602,0,RWB_PFI,PU,113,A,Annual,Tajikistan,Press Freedom Index Rank,Not applicable,Not applicable,Not applicable,Rank,Not Applicable,Not Applicable,Not Applicable,Rank,Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,LKA,RWB_PFI_RANK,_Z,_Z,_Z,RANK,_Z,_Z,_Z,2005,RANK,RWB_PFI,602,0,RWB_PFI,PU,115,A,Annual,Sri Lanka,Press Freedom Index Rank,Not applicable,Not applicable,Not applicable,Rank,Not Applicable,Not Applicable,Not Applicable,Rank,Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,PER,RWB_PFI_RANK,_Z,_Z,_Z,RANK,_Z,_Z,_Z,2005,RANK,RWB_PFI,602,0,RWB_PFI,PU,116,A,Annual,Peru,Press Freedom Index Rank,Not applicable,Not applicable,Not applicable,Rank,Not Applicable,Not Applicable,Not Applicable,Rank,Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,HTI,RWB_PFI_RANK,_Z,_Z,_Z,RANK,_Z,_Z,_Z,2005,RANK,RWB_PFI,602,0,RWB_PFI,PU,117,A,Annual,Haiti,Press Freedom Index Rank,Not applicable,Not applicable,Not applicable,Rank,Not Applicable,Not Applicable,Not Applicable,Rank,Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,SWZ,RWB_PFI_RANK,_Z,_Z,_Z,RANK,_Z,_Z,_Z,2005,RANK,RWB_PFI,602,0,RWB_PFI,PU,118,A,Annual,Eswatini,Press Freedom Index Rank,Not applicable,Not applicable,Not applicable,Rank,Not Applicable,Not Applicable,Not Applicable,Rank,Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,KAZ,RWB_PFI_RANK,_Z,_Z,_Z,RANK,_Z,_Z,_Z,2005,RANK,RWB_PFI,602,0,RWB_PFI,PU,119,A,Annual,Kazakhstan,Press Freedom Index Rank,Not applicable,Not applicable,Not applicable,Rank,Not Applicable,Not Applicable,Not Applicable,Rank,Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,MAR,RWB_PFI_RANK,_Z,_Z,_Z,RANK,_Z,_Z,_Z,2005,RANK,RWB_PFI,602,0,RWB_PFI,PU,119,A,Annual,Morocco,Press Freedom Index Rank,Not applicable,Not applicable,Not applicable,Rank,Not Applicable,Not Applicable,Not Applicable,Rank,Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,DJI,RWB_PFI_RANK,_Z,_Z,_Z,RANK,_Z,_Z,_Z,2005,RANK,RWB_PFI,602,0,RWB_PFI,PU,121,A,Annual,Djibouti,Press Freedom Index Rank,Not applicable,Not applicable,Not applicable,Rank,Not Applicable,Not Applicable,Not Applicable,Rank,Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,RWA,RWB_PFI_RANK,_Z,_Z,_Z,RANK,_Z,_Z,_Z,2005,RANK,RWB_PFI,602,0,RWB_PFI,PU,122,A,Annual,Rwanda,Press Freedom Index Rank,Not applicable,Not applicable,Not applicable,Rank,Not Applicable,Not Applicable,Not Applicable,Rank,Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,BHR,RWB_PFI_RANK,_Z,_Z,_Z,RANK,_Z,_Z,_Z,2005,RANK,RWB_PFI,602,0,RWB_PFI,PU,123,A,Annual,Bahrain,Press Freedom Index Rank,Not applicable,Not applicable,Not applicable,Rank,Not Applicable,Not Applicable,Not Applicable,Rank,Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,NGA,RWB_PFI_RANK,_Z,_Z,_Z,RANK,_Z,_Z,_Z,2005,RANK,RWB_PFI,602,0,RWB_PFI,PU,123,A,Annual,Nigeria,Press Freedom Index Rank,Not applicable,Not applicable,Not applicable,Rank,Not Applicable,Not Applicable,Not Applicable,Rank,Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,AFG,RWB_PFI_RANK,_Z,_Z,_Z,RANK,_Z,_Z,_Z,2005,RANK,RWB_PFI,602,0,RWB_PFI,PU,125,A,Annual,Afghanistan,Press Freedom Index Rank,Not applicable,Not applicable,Not applicable,Rank,Not Applicable,Not Applicable,Not Applicable,Rank,Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,SLE,RWB_PFI_RANK,_Z,_Z,_Z,RANK,_Z,_Z,_Z,2005,RANK,RWB_PFI,602,0,RWB_PFI,PU,126,A,Annual,Sierra Leone,Press Freedom Index Rank,Not applicable,Not applicable,Not applicable,Rank,Not Applicable,Not Applicable,Not Applicable,Rank,Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,MRT,RWB_PFI_RANK,_Z,_Z,_Z,RANK,_Z,_Z,_Z,2005,RANK,RWB_PFI,602,0,RWB_PFI,PU,127,A,Annual,Mauritania,Press Freedom Index Rank,Not applicable,Not applicable,Not applicable,Rank,Not Applicable,Not Applicable,Not Applicable,Rank,Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,COL,RWB_PFI_RANK,_Z,_Z,_Z,RANK,_Z,_Z,_Z,2005,RANK,RWB_PFI,602,0,RWB_PFI,PU,128,A,Annual,Colombia,Press Freedom Index Rank,Not applicable,Not applicable,Not applicable,Rank,Not Applicable,Not Applicable,Not Applicable,Rank,Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,DZA,RWB_PFI_RANK,_Z,_Z,_Z,RANK,_Z,_Z,_Z,2005,RANK,RWB_PFI,602,0,RWB_PFI,PU,129,A,Annual,Algeria,Press Freedom Index Rank,Not applicable,Not applicable,Not applicable,Rank,Not Applicable,Not Applicable,Not Applicable,Rank,Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,GMB,RWB_PFI_RANK,_Z,_Z,_Z,RANK,_Z,_Z,_Z,2005,RANK,RWB_PFI,602,0,RWB_PFI,PU,130,A,Annual,"Gambia, The",Press Freedom Index Rank,Not applicable,Not applicable,Not applicable,Rank,Not Applicable,Not Applicable,Not Applicable,Rank,Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,ETH,RWB_PFI_RANK,_Z,_Z,_Z,RANK,_Z,_Z,_Z,2005,RANK,RWB_PFI,602,0,RWB_PFI,PU,131,A,Annual,Ethiopia,Press Freedom Index Rank,Not applicable,Not applicable,Not applicable,Rank,Not Applicable,Not Applicable,Not Applicable,Rank,Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,PSE,RWB_PFI_RANK,_Z,_Z,_Z,RANK,_Z,_Z,_Z,2005,RANK,RWB_PFI,602,0,RWB_PFI,PU,132,A,Annual,West Bank and Gaza,Press Freedom Index Rank,Not applicable,Not applicable,Not applicable,Rank,Not Applicable,Not Applicable,Not Applicable,Rank,Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,GNQ,RWB_PFI_RANK,_Z,_Z,_Z,RANK,_Z,_Z,_Z,2005,RANK,RWB_PFI,602,0,RWB_PFI,PU,133,A,Annual,Equatorial Guinea,Press Freedom Index Rank,Not applicable,Not applicable,Not applicable,Rank,Not Applicable,Not Applicable,Not Applicable,Rank,Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,SDN,RWB_PFI_RANK,_Z,_Z,_Z,RANK,_Z,_Z,_Z,2005,RANK,RWB_PFI,602,0,RWB_PFI,PU,133,A,Annual,Sudan,Press Freedom Index Rank,Not applicable,Not applicable,Not applicable,Rank,Not Applicable,Not Applicable,Not Applicable,Rank,Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,MEX,RWB_PFI_RANK,_Z,_Z,_Z,RANK,_Z,_Z,_Z,2005,RANK,RWB_PFI,602,0,RWB_PFI,PU,135,A,Annual,Mexico,Press Freedom Index Rank,Not applicable,Not applicable,Not applicable,Rank,Not Applicable,Not Applicable,Not Applicable,Rank,Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,YEM,RWB_PFI_RANK,_Z,_Z,_Z,RANK,_Z,_Z,_Z,2005,RANK,RWB_PFI,602,0,RWB_PFI,PU,136,A,Annual,"Yemen, Rep.",Press Freedom Index Rank,Not applicable,Not applicable,Not applicable,Rank,Not Applicable,Not Applicable,Not Applicable,Rank,Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,RUS,RWB_PFI_RANK,_Z,_Z,_Z,RANK,_Z,_Z,_Z,2005,RANK,RWB_PFI,602,0,RWB_PFI,PU,138,A,Annual,Russian Federation,Press Freedom Index Rank,Not applicable,Not applicable,Not applicable,Rank,Not Applicable,Not Applicable,Not Applicable,Rank,Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,PHL,RWB_PFI_RANK,_Z,_Z,_Z,RANK,_Z,_Z,_Z,2005,RANK,RWB_PFI,602,0,RWB_PFI,PU,139,A,Annual,Philippines,Press Freedom Index Rank,Not applicable,Not applicable,Not applicable,Rank,Not Applicable,Not Applicable,Not Applicable,Rank,Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,SGP,RWB_PFI_RANK,_Z,_Z,_Z,RANK,_Z,_Z,_Z,2005,RANK,RWB_PFI,602,0,RWB_PFI,PU,140,A,Annual,Singapore,Press Freedom Index Rank,Not applicable,Not applicable,Not applicable,Rank,Not Applicable,Not Applicable,Not Applicable,Rank,Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,AZE,RWB_PFI_RANK,_Z,_Z,_Z,RANK,_Z,_Z,_Z,2005,RANK,RWB_PFI,602,0,RWB_PFI,PU,141,A,Annual,Azerbaijan,Press Freedom Index Rank,Not applicable,Not applicable,Not applicable,Rank,Not Applicable,Not Applicable,Not Applicable,Rank,Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,BTN,RWB_PFI_RANK,_Z,_Z,_Z,RANK,_Z,_Z,_Z,2005,RANK,RWB_PFI,602,0,RWB_PFI,PU,142,A,Annual,Bhutan,Press Freedom Index Rank,Not applicable,Not applicable,Not applicable,Rank,Not Applicable,Not Applicable,Not Applicable,Rank,Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,EGY,RWB_PFI_RANK,_Z,_Z,_Z,RANK,_Z,_Z,_Z,2005,RANK,RWB_PFI,602,0,RWB_PFI,PU,143,A,Annual,"Egypt, Arab Rep.",Press Freedom Index Rank,Not applicable,Not applicable,Not applicable,Rank,Not Applicable,Not Applicable,Not Applicable,Rank,Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,CIV,RWB_PFI_RANK,_Z,_Z,_Z,RANK,_Z,_Z,_Z,2005,RANK,RWB_PFI,602,0,RWB_PFI,PU,144,A,Annual,Cote d'Ivoire,Press Freedom Index Rank,Not applicable,Not applicable,Not applicable,Rank,Not Applicable,Not Applicable,Not Applicable,Rank,Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,SYR,RWB_PFI_RANK,_Z,_Z,_Z,RANK,_Z,_Z,_Z,2005,RANK,RWB_PFI,602,0,RWB_PFI,PU,145,A,Annual,Syrian Arab Republic,Press Freedom Index Rank,Not applicable,Not applicable,Not applicable,Rank,Not Applicable,Not Applicable,Not Applicable,Rank,Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,COD,RWB_PFI_RANK,_Z,_Z,_Z,RANK,_Z,_Z,_Z,2005,RANK,RWB_PFI,602,0,RWB_PFI,PU,146,A,Annual,"Congo, Dem. Rep.",Press Freedom Index Rank,Not applicable,Not applicable,Not applicable,Rank,Not Applicable,Not Applicable,Not Applicable,Rank,Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,TUN,RWB_PFI_RANK,_Z,_Z,_Z,RANK,_Z,_Z,_Z,2005,RANK,RWB_PFI,602,0,RWB_PFI,PU,147,A,Annual,Tunisia,Press Freedom Index Rank,Not applicable,Not applicable,Not applicable,Rank,Not Applicable,Not Applicable,Not Applicable,Rank,Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,MDV,RWB_PFI_RANK,_Z,_Z,_Z,RANK,_Z,_Z,_Z,2005,RANK,RWB_PFI,602,0,RWB_PFI,PU,148,A,Annual,Maldives,Press Freedom Index Rank,Not applicable,Not applicable,Not applicable,Rank,Not Applicable,Not Applicable,Not Applicable,Rank,Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,SOM,RWB_PFI_RANK,_Z,_Z,_Z,RANK,_Z,_Z,_Z,2005,RANK,RWB_PFI,602,0,RWB_PFI,PU,149,A,Annual,Somalia,Press Freedom Index Rank,Not applicable,Not applicable,Not applicable,Rank,Not Applicable,Not Applicable,Not Applicable,Rank,Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,PAK,RWB_PFI_RANK,_Z,_Z,_Z,RANK,_Z,_Z,_Z,2005,RANK,RWB_PFI,602,0,RWB_PFI,PU,150,A,Annual,Pakistan,Press Freedom Index Rank,Not applicable,Not applicable,Not applicable,Rank,Not Applicable,Not Applicable,Not Applicable,Rank,Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,BGD,RWB_PFI_RANK,_Z,_Z,_Z,RANK,_Z,_Z,_Z,2005,RANK,RWB_PFI,602,0,RWB_PFI,PU,151,A,Annual,Bangladesh,Press Freedom Index Rank,Not applicable,Not applicable,Not applicable,Rank,Not Applicable,Not Applicable,Not Applicable,Rank,Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,BLR,RWB_PFI_RANK,_Z,_Z,_Z,RANK,_Z,_Z,_Z,2005,RANK,RWB_PFI,602,0,RWB_PFI,PU,152,A,Annual,Belarus,Press Freedom Index Rank,Not applicable,Not applicable,Not applicable,Rank,Not Applicable,Not Applicable,Not Applicable,Rank,Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,ZWE,RWB_PFI_RANK,_Z,_Z,_Z,RANK,_Z,_Z,_Z,2005,RANK,RWB_PFI,602,0,RWB_PFI,PU,153,A,Annual,Zimbabwe,Press Freedom Index Rank,Not applicable,Not applicable,Not applicable,Rank,Not Applicable,Not Applicable,Not Applicable,Rank,Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,SAU,RWB_PFI_RANK,_Z,_Z,_Z,RANK,_Z,_Z,_Z,2005,RANK,RWB_PFI,602,0,RWB_PFI,PU,154,A,Annual,Saudi Arabia,Press Freedom Index Rank,Not applicable,Not applicable,Not applicable,Rank,Not Applicable,Not Applicable,Not Applicable,Rank,Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,LAO,RWB_PFI_RANK,_Z,_Z,_Z,RANK,_Z,_Z,_Z,2005,RANK,RWB_PFI,602,0,RWB_PFI,PU,155,A,Annual,Lao PDR,Press Freedom Index Rank,Not applicable,Not applicable,Not applicable,Rank,Not Applicable,Not Applicable,Not Applicable,Rank,Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,UZB,RWB_PFI_RANK,_Z,_Z,_Z,RANK,_Z,_Z,_Z,2005,RANK,RWB_PFI,602,0,RWB_PFI,PU,155,A,Annual,Uzbekistan,Press Freedom Index Rank,Not applicable,Not applicable,Not applicable,Rank,Not Applicable,Not Applicable,Not Applicable,Rank,Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,IRQ,RWB_PFI_RANK,_Z,_Z,_Z,RANK,_Z,_Z,_Z,2005,RANK,RWB_PFI,602,0,RWB_PFI,PU,157,A,Annual,Iraq,Press Freedom Index Rank,Not applicable,Not applicable,Not applicable,Rank,Not Applicable,Not Applicable,Not Applicable,Rank,Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,VNM,RWB_PFI_RANK,_Z,_Z,_Z,RANK,_Z,_Z,_Z,2005,RANK,RWB_PFI,602,0,RWB_PFI,PU,158,A,Annual,Viet Nam,Press Freedom Index Rank,Not applicable,Not applicable,Not applicable,Rank,Not Applicable,Not Applicable,Not Applicable,Rank,Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,CHN,RWB_PFI_RANK,_Z,_Z,_Z,RANK,_Z,_Z,_Z,2005,RANK,RWB_PFI,602,0,RWB_PFI,PU,159,A,Annual,China,Press Freedom Index Rank,Not applicable,Not applicable,Not applicable,Rank,Not Applicable,Not Applicable,Not Applicable,Rank,Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,NPL,RWB_PFI_RANK,_Z,_Z,_Z,RANK,_Z,_Z,_Z,2005,RANK,RWB_PFI,602,0,RWB_PFI,PU,160,A,Annual,Nepal,Press Freedom Index Rank,Not applicable,Not applicable,Not applicable,Rank,Not Applicable,Not Applicable,Not Applicable,Rank,Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,CUB,RWB_PFI_RANK,_Z,_Z,_Z,RANK,_Z,_Z,_Z,2005,RANK,RWB_PFI,602,0,RWB_PFI,PU,161,A,Annual,Cuba,Press Freedom Index Rank,Not applicable,Not applicable,Not applicable,Rank,Not Applicable,Not Applicable,Not Applicable,Rank,Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,LBY,RWB_PFI_RANK,_Z,_Z,_Z,RANK,_Z,_Z,_Z,2005,RANK,RWB_PFI,602,0,RWB_PFI,PU,162,A,Annual,Libya,Press Freedom Index Rank,Not applicable,Not applicable,Not applicable,Rank,Not Applicable,Not Applicable,Not Applicable,Rank,Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,MMR,RWB_PFI_RANK,_Z,_Z,_Z,RANK,_Z,_Z,_Z,2005,RANK,RWB_PFI,602,0,RWB_PFI,PU,163,A,Annual,Myanmar,Press Freedom Index Rank,Not applicable,Not applicable,Not applicable,Rank,Not Applicable,Not Applicable,Not Applicable,Rank,Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,IRN,RWB_PFI_RANK,_Z,_Z,_Z,RANK,_Z,_Z,_Z,2005,RANK,RWB_PFI,602,0,RWB_PFI,PU,164,A,Annual,"Iran, Islamic Rep.",Press Freedom Index Rank,Not applicable,Not applicable,Not applicable,Rank,Not Applicable,Not Applicable,Not Applicable,Rank,Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,TKM,RWB_PFI_RANK,_Z,_Z,_Z,RANK,_Z,_Z,_Z,2005,RANK,RWB_PFI,602,0,RWB_PFI,PU,165,A,Annual,Turkmenistan,Press Freedom Index Rank,Not applicable,Not applicable,Not applicable,Rank,Not Applicable,Not Applicable,Not Applicable,Rank,Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,ERI,RWB_PFI_RANK,_Z,_Z,_Z,RANK,_Z,_Z,_Z,2005,RANK,RWB_PFI,602,0,RWB_PFI,PU,166,A,Annual,Eritrea,Press Freedom Index Rank,Not applicable,Not applicable,Not applicable,Rank,Not Applicable,Not Applicable,Not Applicable,Rank,Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,PRK,RWB_PFI_RANK,_Z,_Z,_Z,RANK,_Z,_Z,_Z,2005,RANK,RWB_PFI,602,0,RWB_PFI,PU,167,A,Annual,"Korea, Dem. People's Rep.",Press Freedom Index Rank,Not applicable,Not applicable,Not applicable,Rank,Not Applicable,Not Applicable,Not Applicable,Rank,Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,FIN,RWB_PFI_RANK,_Z,_Z,_Z,RANK,_Z,_Z,_Z,2006,RANK,RWB_PFI,602,0,RWB_PFI,PU,1,A,Annual,Finland,Press Freedom Index Rank,Not applicable,Not applicable,Not applicable,Rank,Not Applicable,Not Applicable,Not Applicable,Rank,Press Freedom Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,IRL,RWB_PFI_RANK,_Z,_Z,_Z,RANK,_Z,_Z,_Z,2006,RANK,RWB_PFI,602,0,RWB_PFI,PU,2,A,Annual,Ireland,Press Freedom Index Rank,Not applicable,Not applicable,Not applicable,Rank,Not Applicable,Not Applicable,Not Applicable,Rank,Press Freedom Index,CCYY,Units,Normal value,Public
