population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,All Population,1,Deaths,560,Oregon,2,Female,14,45-49 years,492,Rheumatic heart disease,1,Number,2023,0.8722708414884842,1.0747733532794141,0.6767571634256706
1,All Population,1,Deaths,560,Oregon,1,Male,14,45-49 years,492,Rheumatic heart disease,2,Percent,2023,0.0015435059479787668,0.001899621442799548,0.0012779630289972358
1,All Population,1,Deaths,560,Oregon,2,Female,14,45-49 years,492,Rheumatic heart disease,2,Percent,2023,0.0029470315853906562,0.0035730991817938835,0.0023905320551835855
1,All Population,1,Deaths,560,Oregon,1,Male,14,45-49 years,492,Rheumatic heart disease,3,Rate,2023,0.6295366653867597,0.7794634071285781,0.4999888872020808
1,All Population,1,Deaths,560,Oregon,2,Female,14,45-49 years,492,Rheumatic heart disease,3,Rate,2023,0.6661894322146624,0.8208490023108435,0.5168675244037784
1,All Population,1,Deaths,560,Oregon,1,Male,15,50-54 years,492,Rheumatic heart disease,1,Number,2023,1.1824932966274637,1.4708472903916237,0.9725830410089765
1,All Population,1,Deaths,560,Oregon,2,Female,15,50-54 years,492,Rheumatic heart disease,1,Number,2023,1.4573621448519871,1.7965179715813626,1.1698254078741692
1,All Population,1,Deaths,560,Oregon,1,Male,15,50-54 years,492,Rheumatic heart disease,2,Percent,2023,0.001468248558369686,0.0017857722129038759,0.0012180480901576181
1,All Population,1,Deaths,560,Oregon,2,Female,15,50-54 years,492,Rheumatic heart disease,2,Percent,2023,0.00287193625675022,0.0034539208179863168,0.0023259974009684284
1,All Population,1,Deaths,560,Oregon,1,Male,15,50-54 years,492,Rheumatic heart disease,3,Rate,2023,0.8715799966921349,1.0841169925870966,0.7168615044863866
1,All Population,1,Deaths,560,Oregon,2,Female,15,50-54 years,492,Rheumatic heart disease,3,Rate,2023,1.1190705060383128,1.3794994488268832,0.8982785204011047
1,All Population,1,Deaths,560,Oregon,1,Male,16,55-59 years,492,Rheumatic heart disease,1,Number,2023,1.7788319375186064,2.157330812013003,1.4603949967726704
1,All Population,1,Deaths,560,Oregon,2,Female,16,55-59 years,492,Rheumatic heart disease,1,Number,2023,2.077090656270192,2.4820414339640147,1.707701045687477
1,All Population,1,Deaths,560,Oregon,1,Male,16,55-59 years,492,Rheumatic heart disease,2,Percent,2023,0.0016522278224977548,0.002012816211500182,0.0013819815390952812
1,All Population,1,Deaths,560,Oregon,2,Female,16,55-59 years,492,Rheumatic heart disease,2,Percent,2023,0.00314285394848674,0.0037588699743229333,0.0026205860222452302
1,All Population,1,Deaths,560,Oregon,1,Male,16,55-59 years,492,Rheumatic heart disease,3,Rate,2023,1.42256104082009,1.7252527912285514,1.167901802750071
1,All Population,1,Deaths,560,Oregon,2,Female,16,55-59 years,492,Rheumatic heart disease,3,Rate,2023,1.6714354061800945,1.9972994052089224,1.3741874878289013
1,All Population,1,Deaths,560,Oregon,1,Male,17,60-64 years,492,Rheumatic heart disease,1,Number,2023,3.157888242494049,3.8516698932068674,2.5931030008718294
1,All Population,1,Deaths,560,Oregon,2,Female,17,60-64 years,492,Rheumatic heart disease,1,Number,2023,3.214909652433422,3.9841818150846335,2.5803212213552316
1,All Population,1,Deaths,560,Oregon,1,Male,17,60-64 years,492,Rheumatic heart disease,2,Percent,2023,0.001840461966840615,0.0022514111189651295,0.0015328638235150732
1,All Population,1,Deaths,560,Oregon,2,Female,17,60-64 years,492,Rheumatic heart disease,2,Percent,2023,0.002954769313021786,0.0035836100059437877,0.0024006162631731395
1,All Population,1,Deaths,560,Oregon,1,Male,17,60-64 years,492,Rheumatic heart disease,3,Rate,2023,2.44327530359341,2.9800579390466932,2.0062978912452873
1,All Population,1,Deaths,560,Oregon,2,Female,17,60-64 years,492,Rheumatic heart disease,3,Rate,2023,2.347233101152099,2.9088853026698156,1.8839146468037928
1,All Population,1,Deaths,560,Oregon,1,Male,18,65-69 years,492,Rheumatic heart disease,1,Number,2023,3.803599553297344,4.596880502423201,3.0780723918492554
1,All Population,1,Deaths,560,Oregon,2,Female,18,65-69 years,492,Rheumatic heart disease,1,Number,2023,4.920251548532077,5.9167152492054305,4.046705551062896
1,All Population,1,Deaths,560,Oregon,1,Male,18,65-69 years,492,Rheumatic heart disease,2,Percent,2023,0.0016424034550339024,0.001957403226459796,0.0013544164293903802
1,All Population,1,Deaths,560,Oregon,2,Female,18,65-69 years,492,Rheumatic heart disease,2,Percent,2023,0.003085112181607615,0.003703076606938908,0.0025162717402770047
1,All Population,1,Deaths,560,Oregon,1,Male,18,65-69 years,492,Rheumatic heart disease,3,Rate,2023,3.038430087997337,3.672126845577813,2.4588571003277666
1,All Population,1,Deaths,560,Oregon,2,Female,18,65-69 years,492,Rheumatic heart disease,3,Rate,2023,3.5582698940418154,4.278901095848832,2.926531375554352
1,All Population,1,Deaths,560,Oregon,1,Male,19,70-74 years,492,Rheumatic heart disease,1,Number,2023,5.177934859404427,6.318245137399519,4.220272872374006
1,All Population,1,Deaths,560,Oregon,2,Female,19,70-74 years,492,Rheumatic heart disease,1,Number,2023,7.7581900844986516,9.490621804460735,6.261463918342409
1,All Population,1,Deaths,560,Oregon,1,Male,19,70-74 years,492,Rheumatic heart disease,2,Percent,2023,0.0018242293812538773,0.0022156455772508734,0.0015079444916346104
1,All Population,1,Deaths,560,Oregon,2,Female,19,70-74 years,492,Rheumatic heart disease,2,Percent,2023,0.003854440947989942,0.004652779268603543,0.003127816033205843
1,All Population,1,Deaths,560,Oregon,1,Male,19,70-74 years,492,Rheumatic heart disease,3,Rate,2023,4.72472268068539,5.765224343945358,3.8508825429835993
1,All Population,1,Deaths,560,Oregon,2,Female,19,70-74 years,492,Rheumatic heart disease,3,Rate,2023,6.325012526408533,7.737410548442274,5.1047779554024775
