DATAFLOW,Geographic area,INDICATOR,RESIDENCE,SEX,Current age,TIME_PERIOD,OBS_VALUE,DATA_SOURCE,UNIT_MEASURE,UNIT_MULTIPLIER,SOURCE_LINK,SERIES_FOOTNOTE,OBS_FOOTNOTE,OBS_STATUS
UNICEF:DM(1.0): Demography,COK: Cook Islands,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2018,15.114,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,COK: Cook Islands,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2019,15.194,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,COK: Cook Islands,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2020,15.322,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,COK: Cook Islands,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2021,15.454,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,COK: Cook Islands,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2022,15.555,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,COK: Cook Islands,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2023,15.629,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,COK: Cook Islands,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2024,15.534,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,COK: Cook Islands,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2025,15.279,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,COL: Colombia,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2016,14.908,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,COL: Colombia,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2017,14.548,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,COL: Colombia,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2018,14.188,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,COL: Colombia,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2019,13.852,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,COL: Colombia,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2020,13.56,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,COL: Colombia,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2021,13.303,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,COL: Colombia,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2022,13.061,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,COL: Colombia,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2023,12.823,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,COL: Colombia,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2024,12.609,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,COL: Colombia,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2025,12.413,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,COM: Comoros,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2016,23.675,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,COM: Comoros,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2017,23.515,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,COM: Comoros,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2018,23.249,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,COM: Comoros,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2019,22.975,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,COM: Comoros,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2020,22.734,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,COM: Comoros,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2021,22.536,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,COM: Comoros,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2022,22.343,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,COM: Comoros,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2023,22.147,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,COM: Comoros,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2024,21.999,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,COM: Comoros,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2025,21.885,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,CPV: Cabo Verde,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2016,17.622,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,CPV: Cabo Verde,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2017,17.461,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,CPV: Cabo Verde,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2018,17.389,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,CPV: Cabo Verde,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2019,17.389,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,CPV: Cabo Verde,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2020,17.443,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,CPV: Cabo Verde,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2021,17.274,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,CPV: Cabo Verde,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2022,16.86,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,CPV: Cabo Verde,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2023,16.433,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,CPV: Cabo Verde,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2024,15.992,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,CPV: Cabo Verde,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2025,15.547,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,CRI: Costa Rica,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2016,13.796,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,CRI: Costa Rica,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2017,13.543,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,CRI: Costa Rica,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2018,13.292,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,CRI: Costa Rica,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2019,13.045,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,CRI: Costa Rica,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2020,12.794,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,CRI: Costa Rica,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2021,12.544,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,CRI: Costa Rica,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2022,12.291,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,CRI: Costa Rica,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2023,12.032,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,CRI: Costa Rica,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2024,11.771,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,CRI: Costa Rica,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2025,11.515,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,CUB: Cuba,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2016,10.393,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,CUB: Cuba,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2017,10.265,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,CUB: Cuba,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2018,10.143,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,CUB: Cuba,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2019,10.02,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,CUB: Cuba,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2020,9.89,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,CUB: Cuba,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2021,9.785,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,CUB: Cuba,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2022,9.689,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,CUB: Cuba,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2023,9.6,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,CUB: Cuba,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2024,9.528,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,CUB: Cuba,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2025,9.45,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,CUW: Curaçao,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2016,11.457,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,CUW: Curaçao,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2017,11.242,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,CUW: Curaçao,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2018,10.792,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,CUW: Curaçao,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2019,10.393,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,CUW: Curaçao,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2020,10.147,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,CUW: Curaçao,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2021,9.89,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,CUW: Curaçao,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2022,9.667,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,CUW: Curaçao,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2023,9.466,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,CUW: Curaçao,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2024,9.303,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,CUW: Curaçao,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2025,9.17,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,CYM: Cayman Islands,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2016,10.383,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,CYM: Cayman Islands,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2017,10.202,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,CYM: Cayman Islands,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2018,10.02,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,CYM: Cayman Islands,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2019,9.855,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,CYM: Cayman Islands,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2020,9.704,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,CYM: Cayman Islands,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2021,9.688,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,CYM: Cayman Islands,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2022,9.776,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,CYM: Cayman Islands,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2023,9.825,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,CYM: Cayman Islands,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2024,9.818,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,CYM: Cayman Islands,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2025,9.771,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,CYP: Cyprus,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2016,9.894,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,CYP: Cyprus,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2017,9.837,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,CYP: Cyprus,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2018,9.794,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,CYP: Cyprus,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2019,9.763,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,CYP: Cyprus,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2020,9.753,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,CYP: Cyprus,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2021,9.757,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,CYP: Cyprus,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2022,9.773,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,CYP: Cyprus,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2023,9.78,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,CYP: Cyprus,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2024,9.795,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,CYP: Cyprus,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2025,9.811,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
UNICEF:DM(1.0): Demography,CZE: Czechia,DM_POP_CHILD_PROP: Children population as proportion of total population (%),_T: Total,M: Male,_T: Total,2016,9.276,"United Nations, Department of Economic and Social Affairs, Population Division (2024). World Population Prospects 2024.",PCNT: %,0: Units,https://population.un.org/wpp/,,,PRED: Predicted
