DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,AGE:Current age,RESIDENCE:Residence,EDUCATION_LEVEL:Education Level,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,SERIES_FOOTNOTE:Series footnote,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,SOWC_FLAG_A:SOWC flag A,OBS_FOOTNOTE:Observation footnote,OBS_STATUS:Observation Status,DATA_SOURCE:Data Source,OBS_CONF:Observation confidentaility,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,FREQ_COLL:Time interval at which the source data are collected
UNICEF:GENDER(1.0): Gender,CZE: Czechia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2020,99,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,CZE: Czechia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2021,99,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,CZE: Czechia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2022,99,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,DJI: Djibouti,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2017,61,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,DJI: Djibouti,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2017,52,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,DJI: Djibouti,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2017,56,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,DNK: Denmark,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2016,83,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,DNK: Denmark,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2016,83,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,DNK: Denmark,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2016,82,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,DOM: Dominican Republic,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2016,84,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,DOM: Dominican Republic,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2017,69,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,DOM: Dominican Republic,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2018,71,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,DOM: Dominican Republic,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2021,74,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,DOM: Dominican Republic,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2016,84,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,DOM: Dominican Republic,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2017,70,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,DOM: Dominican Republic,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2018,71,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,DOM: Dominican Republic,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2021,74,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,DOM: Dominican Republic,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2016,84,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,DOM: Dominican Republic,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2017,69,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,DOM: Dominican Republic,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2018,70,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,DOM: Dominican Republic,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2021,75,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,DZA: Algeria,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2018,93,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,DZA: Algeria,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2018,88,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,DZA: Algeria,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2018,83,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,ECU: Ecuador,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2016,56,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,ECU: Ecuador,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2017,59,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,ECU: Ecuador,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2018,59,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,ECU: Ecuador,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2019,60,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,ECU: Ecuador,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2020,63,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,ECU: Ecuador,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2022,59,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,ECU: Ecuador,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2023,60,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,ECU: Ecuador,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2016,55,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,ECU: Ecuador,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2017,58,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,ECU: Ecuador,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2018,58,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,ECU: Ecuador,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2019,58,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,ECU: Ecuador,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2022,58,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,ECU: Ecuador,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2023,60,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,ECU: Ecuador,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2016,57,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,ECU: Ecuador,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2017,59,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,ECU: Ecuador,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2018,60,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,ECU: Ecuador,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2019,62,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,ECU: Ecuador,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2022,59,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,ECU: Ecuador,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2023,60,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,EGY: Egypt,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2016,91,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,EGY: Egypt,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2017,99,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,EGY: Egypt,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2018,99,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,EGY: Egypt,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2019,100,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,EGY: Egypt,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2020,99,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,EGY: Egypt,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2022,99,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,EGY: Egypt,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2016,87,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,EGY: Egypt,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2017,98,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,EGY: Egypt,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2018,98,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,EGY: Egypt,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2019,99,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,EGY: Egypt,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2020,99,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,EGY: Egypt,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2022,97,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,EGY: Egypt,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2016,84,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,EGY: Egypt,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2017,97,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,EGY: Egypt,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2018,97,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,EGY: Egypt,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2019,98,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,EGY: Egypt,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2020,100,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,EGY: Egypt,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2022,96,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,ESP: Spain,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2017,96,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,ESP: Spain,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2019,97,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,ESP: Spain,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2017,96,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,ESP: Spain,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2019,97,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,ESP: Spain,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2017,96,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,ESP: Spain,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2019,97,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,ETH: Ethiopia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2016,58,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,FIN: Finland,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2016,99,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,FIN: Finland,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2017,99,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,FIN: Finland,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2018,99,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,FIN: Finland,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2016,98,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,FIN: Finland,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2017,99,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,FIN: Finland,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2018,98,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,FIN: Finland,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2016,98,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,FIN: Finland,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2017,99,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,FIN: Finland,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2018,98,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,FRA: France,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2018,78,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,FRA: France,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2021,95,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,FRA: France,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2022,94,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,FRA: France,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2018,79,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,FRA: France,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2021,96,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,FRA: France,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2022,95,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,FRA: France,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2018,80,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,FRA: France,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2021,96,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,FRA: France,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2022,96,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,GEO: Georgia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2016,78,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,GEO: Georgia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2017,80,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,GEO: Georgia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2018,87,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,GEO: Georgia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2019,90,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,GEO: Georgia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2020,91,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,GEO: Georgia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2021,91,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,GEO: Georgia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2022,92,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,GEO: Georgia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2016,81,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,GEO: Georgia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2017,83,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,GEO: Georgia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2018,91,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,GEO: Georgia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2019,92,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,GEO: Georgia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2020,93,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,GEO: Georgia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2021,93,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,GEO: Georgia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2022,93,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,GEO: Georgia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2016,76,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,GEO: Georgia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2017,78,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,GEO: Georgia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2018,84,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,GEO: Georgia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2019,88,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,GEO: Georgia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2020,90,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,GEO: Georgia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2021,90,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,GEO: Georgia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2022,91,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,GIN: Guinea,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2018,69,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,GIN: Guinea,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2018,77,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,GIN: Guinea,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2018,86,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,GRD: Grenada,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2016,89,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,GRD: Grenada,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2017,90,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,GRD: Grenada,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2016,90,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,GRD: Grenada,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2017,92,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,GRD: Grenada,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2016,91,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,GRD: Grenada,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2017,95,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,GTM: Guatemala,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2019,57,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,GTM: Guatemala,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2021,60,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,GTM: Guatemala,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2019,60,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,GTM: Guatemala,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2021,64,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,GTM: Guatemala,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2019,64,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,GTM: Guatemala,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2021,67,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,"HKG: China, Hong Kong Special Administrative Region",GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2016,96,,,PCNT: %,,,,SDG Portal,,,
