DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,AGE:Current age,RESIDENCE:Residence,EDUCATION_LEVEL:Education Level,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,SERIES_FOOTNOTE:Series footnote,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,SOWC_FLAG_A:SOWC flag A,OBS_FOOTNOTE:Observation footnote,OBS_STATUS:Observation Status,DATA_SOURCE:Data Source,OBS_CONF:Observation confidentaility,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,FREQ_COLL:Time interval at which the source data are collected
UNICEF:GENDER(1.0): Gender,KOR: Republic of Korea,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2016,92,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,KOR: Republic of Korea,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2017,96,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,KOR: Republic of Korea,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2018,97,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,KOR: Republic of Korea,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2019,97,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,KOR: Republic of Korea,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2020,97,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,KOR: Republic of Korea,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2021,98,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,KOR: Republic of Korea,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2022,98,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,KWT: Kuwait,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2017,100,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,KWT: Kuwait,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2018,99,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,KWT: Kuwait,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2019,99,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,KWT: Kuwait,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2020,99,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,KWT: Kuwait,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2021,99,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,KWT: Kuwait,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2023,99,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,KWT: Kuwait,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2017,100,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,KWT: Kuwait,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2018,99,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,KWT: Kuwait,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2019,99,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,KWT: Kuwait,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2020,99,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,KWT: Kuwait,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2021,99,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,KWT: Kuwait,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2023,98,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,KWT: Kuwait,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2017,100,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,KWT: Kuwait,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2018,99,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,KWT: Kuwait,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2019,99,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,KWT: Kuwait,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2020,100,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,KWT: Kuwait,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2021,100,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,KWT: Kuwait,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2023,98,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,LSO: Lesotho,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2016,79,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,LSO: Lesotho,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2019,82,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,LSO: Lesotho,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2019,80,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,LSO: Lesotho,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2019,83,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,LTU: Lithuania,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2016,96,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,LTU: Lithuania,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2017,96,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,LTU: Lithuania,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2018,96,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,LTU: Lithuania,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2019,96,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,LTU: Lithuania,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2016,96,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,LTU: Lithuania,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2017,96,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,LTU: Lithuania,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2018,96,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,LTU: Lithuania,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2019,96,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,LTU: Lithuania,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2016,96,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,LTU: Lithuania,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2017,96,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,LTU: Lithuania,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2018,96,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,LTU: Lithuania,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2019,96,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,"MAC: China, Macao Special Administrative Region",GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2016,92,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,"MAC: China, Macao Special Administrative Region",GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2018,89,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,"MAC: China, Macao Special Administrative Region",GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2019,89,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,"MAC: China, Macao Special Administrative Region",GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2016,92,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,"MAC: China, Macao Special Administrative Region",GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2018,90,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,"MAC: China, Macao Special Administrative Region",GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2019,91,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,"MAC: China, Macao Special Administrative Region",GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2016,92,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,"MAC: China, Macao Special Administrative Region",GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2018,90,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,"MAC: China, Macao Special Administrative Region",GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2019,90,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,MAR: Morocco,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2016,87,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,MAR: Morocco,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2017,92,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,MAR: Morocco,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2018,93,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,MAR: Morocco,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2019,94,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,MAR: Morocco,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2020,95,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,MAR: Morocco,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2021,96,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,MAR: Morocco,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2016,89,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,MAR: Morocco,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2017,92,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,MAR: Morocco,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2018,92,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,MAR: Morocco,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2019,94,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,MAR: Morocco,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2020,96,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,MAR: Morocco,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2021,96,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,MAR: Morocco,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2016,91,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,MAR: Morocco,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2017,92,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,MAR: Morocco,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2018,92,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,MAR: Morocco,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2019,95,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,MAR: Morocco,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2020,96,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,MAR: Morocco,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2021,97,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,MMR: Myanmar,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2017,57,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,MMR: Myanmar,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2017,62,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,MMR: Myanmar,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2017,68,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,MNG: Mongolia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2018,94,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,MNG: Mongolia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2019,95,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,MNG: Mongolia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2018,94,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,MNG: Mongolia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2019,94,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,MNG: Mongolia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2021,91,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,MNG: Mongolia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2018,95,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,MNG: Mongolia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2019,94,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,MOZ: Mozambique,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2017,37,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,MOZ: Mozambique,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2017,26,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,MOZ: Mozambique,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2017,31,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,MUS: Mauritius,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2017,73,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,MUS: Mauritius,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2018,75,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,MUS: Mauritius,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2019,76,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,MUS: Mauritius,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2020,81,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,MUS: Mauritius,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2017,76,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,MUS: Mauritius,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2018,77,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,MUS: Mauritius,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2019,78,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,MUS: Mauritius,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2020,83,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,MUS: Mauritius,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2017,79,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,MUS: Mauritius,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2018,79,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,MUS: Mauritius,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2019,80,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,MUS: Mauritius,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2020,85,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,MYS: Malaysia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2017,94,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,MYS: Malaysia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2018,95,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,MYS: Malaysia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2019,94,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,MYS: Malaysia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2020,95,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,MYS: Malaysia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2021,97,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,MYS: Malaysia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2022,97,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,MYS: Malaysia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2017,96,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,MYS: Malaysia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2018,96,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,MYS: Malaysia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2019,96,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,MYS: Malaysia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2020,96,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,MYS: Malaysia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2021,97,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,MYS: Malaysia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2022,98,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,MYS: Malaysia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2017,97,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,MYS: Malaysia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2018,97,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,MYS: Malaysia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2019,97,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,MYS: Malaysia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2020,98,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,MYS: Malaysia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2021,98,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,MYS: Malaysia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2022,99,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,NER: Niger,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2017,55,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,NER: Niger,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2017,65,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,NER: Niger,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2017,77,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,NGA: Nigeria,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2017,32,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,NGA: Nigeria,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2017,41,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,NGA: Nigeria,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2017,49,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,NLD: Netherlands (Kingdom of the),GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2016,82,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,NLD: Netherlands (Kingdom of the),GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2016,84,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,NLD: Netherlands (Kingdom of the),GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2021,87,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,NLD: Netherlands (Kingdom of the),GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2016,86,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,NOR: Norway,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2017,98,,,PCNT: %,,,,SDG Portal,,,
